TimeEntryID,MatterID,AttorneyID,WorkDate,HoursWorked,BillingRate,BillableAmount,Description
TE05697,M0025,A025,2026-02-19,0.5,750,375,Analyzed regulatory and compliance requirements
TE05698,M0096,A028,2025-07-07,3,700,2100,Analyzed regulatory and compliance requirements
TE05699,M0063,A024,2026-07-19,5,450,2250,Reviewed discovery materials
TE05700,M0081,A030,2025-07-24,7,475,3325,Performed legal research
TE05701,M0097,A008,2023-07-28,2.5,575,1437.5,Reviewed case documents and prepared analysis
TE05702,M0084,A010,2025-02-26,2.5,750,1875,Reviewed billing and budget status
TE05703,M0018,A004,2026-05-28,2,725,1450,Coordinated matter planning with client team
TE05704,M0070,A001,2026-05-13,4,650,2600,Reviewed billing and budget status
TE05705,M0146,A030,2025-11-30,5,475,2375,Reviewed case documents and prepared analysis
TE05706,M0057,A031,2024-04-20,3.5,650,2275,Conducted client strategy conference
TE05707,M0059,A011,2023-11-09,6,525,3150,Reviewed billing and budget status
TE05708,M0114,A024,2026-05-10,6.5,450,2925,Drafted correspondence and legal memorandum
TE05709,M0118,A023,2026-03-07,5.5,575,3162.5,Coordinated matter planning with client team
TE05710,M0069,A034,2026-05-04,7.5,725,5437.5,Analyzed regulatory and compliance requirements
TE05711,M0010,A001,2023-09-21,5.5,650,3575,Reviewed case documents and prepared analysis
TE05712,M0065,A004,2026-06-07,5,725,3625,Prepared matter status update
TE05713,M0029,A008,2025-02-13,6.5,575,3737.5,Reviewed case documents and prepared analysis
TE05714,M0129,A017,2023-03-08,8,550,4400,Prepared matter status update
TE05715,M0131,A007,2025-06-30,0.5,675,337.5,Prepared matter status update
TE05716,M0032,A008,2025-08-12,4.5,575,2587.5,Reviewed billing and budget status
TE05717,M0038,A007,2023-10-12,4,675,2700,Prepared for witness interview
TE05718,M0032,A033,2025-11-01,8,425,3400,Drafted correspondence and legal memorandum
TE05719,M0060,A020,2025-06-29,0.5,625,312.5,Performed legal research
TE05720,M0003,A026,2025-10-03,1.5,525,787.5,Drafted correspondence and legal memorandum
TE05721,M0038,A030,2023-05-05,3.5,475,1662.5,Performed legal research
TE05722,M0019,A024,2026-05-05,6,450,2700,Reviewed billing and budget status
TE05723,M0007,A024,2025-03-20,1.5,450,675,Performed legal research
TE05724,M0062,A010,2025-04-13,2.5,750,1875,Drafted correspondence and legal memorandum
TE05725,M0095,A019,2025-08-07,4.5,725,3262.5,Coordinated matter planning with client team
TE05726,M0097,A019,2023-11-19,5,725,3625,Coordinated matter planning with client team
TE05727,M0034,A007,2026-01-02,1.5,675,1012.5,Prepared for witness interview
TE05728,M0115,A028,2026-06-08,0.5,700,350,Reviewed discovery materials
TE05729,M0035,A028,2024-05-05,7.5,700,5250,Reviewed billing and budget status
TE05730,M0034,A036,2026-05-02,7.5,375,2812.5,Performed legal research
TE05731,M0024,A036,2025-10-13,7.5,375,2812.5,Prepared for witness interview
TE05732,M0040,A002,2025-12-31,8,550,4400,Performed legal research
TE05733,M0064,A020,2025-07-12,5.5,625,3437.5,Prepared matter status update
TE05734,M0057,A034,2024-10-28,3.5,725,2537.5,Reviewed case documents and prepared analysis
TE05735,M0149,A022,2024-09-29,7.5,675,5062.5,Analyzed regulatory and compliance requirements
TE05736,M0037,A025,2026-01-10,2,750,1500,Analyzed regulatory and compliance requirements
TE05737,M0114,A030,2024-05-05,6,475,2850,Prepared matter status update
TE05738,M0117,A032,2023-06-15,5,550,2750,Reviewed billing and budget status
TE05739,M0062,A026,2023-08-02,1.5,525,787.5,Reviewed case documents and prepared analysis
TE05740,M0147,A009,2023-06-10,4.5,450,2025,Reviewed billing and budget status
TE05741,M0025,A020,2026-06-17,0.5,625,312.5,Analyzed regulatory and compliance requirements
TE05742,M0074,A017,2026-07-10,4,550,2200,Reviewed discovery materials
TE05743,M0031,A013,2024-08-01,7.5,700,5250,Prepared matter status update
TE05744,M0024,A010,2025-10-05,1.5,750,1125,Reviewed case documents and prepared analysis
TE05745,M0017,A002,2026-06-13,4.5,550,2475,Reviewed billing and budget status
TE05746,M0050,A030,2025-09-10,1.5,475,712.5,Reviewed billing and budget status
TE05747,M0066,A018,2025-04-17,0.5,425,212.5,Analyzed regulatory and compliance requirements
TE05748,M0113,A007,2026-01-11,6.5,675,4387.5,Reviewed case documents and prepared analysis
TE05749,M0106,A011,2024-11-27,7.5,525,3937.5,Drafted correspondence and legal memorandum
TE05750,M0083,A017,2024-12-01,0.5,550,275,Performed legal research
TE05751,M0005,A001,2024-07-19,7.5,650,4875,Prepared for witness interview
TE05752,M0114,A011,2025-05-17,4.5,525,2362.5,Analyzed regulatory and compliance requirements
TE05753,M0016,A007,2024-09-17,8,675,5400,Reviewed billing and budget status
TE05754,M0044,A033,2026-04-25,1.5,425,637.5,Analyzed regulatory and compliance requirements
TE05755,M0003,A008,2026-02-05,8,575,4600,Prepared for witness interview
TE05756,M0122,A016,2025-12-31,1.5,650,975,Conducted client strategy conference
TE05757,M0048,A020,2026-01-15,7,625,4375,Reviewed case documents and prepared analysis
TE05758,M0135,A009,2026-05-21,7,450,3150,Conducted client strategy conference
TE05759,M0095,A031,2025-09-20,2,650,1300,Conducted client strategy conference
TE05760,M0141,A035,2026-04-29,4,625,2500,Reviewed discovery materials
TE05761,M0076,A028,2024-02-20,7.5,700,5250,Conducted client strategy conference
TE05762,M0046,A021,2025-02-08,3,375,1125,Performed legal research
TE05763,M0019,A020,2025-12-07,7,625,4375,Conducted client strategy conference
TE05764,M0030,A015,2024-05-07,1,475,475,Reviewed billing and budget status
TE05765,M0112,A025,2025-08-31,4,750,3000,Prepared for witness interview
TE05766,M0031,A013,2026-05-14,3.5,700,2450,Performed legal research
TE05767,M0079,A027,2026-03-20,1,400,400,Performed legal research
TE05768,M0091,A015,2024-09-22,3.5,475,1662.5,Prepared matter status update
TE05769,M0102,A004,2025-08-26,5,725,3625,Prepared matter status update
TE05770,M0083,A026,2025-12-28,0.5,525,262.5,Reviewed billing and budget status
TE05771,M0140,A035,2025-04-18,7,625,4375,Reviewed billing and budget status
TE05772,M0035,A028,2024-07-03,5,700,3500,Coordinated matter planning with client team
TE05773,M0054,A025,2026-05-31,7,750,5250,Prepared for witness interview
TE05774,M0125,A008,2024-07-17,6.5,575,3737.5,Conducted client strategy conference
TE05775,M0022,A036,2024-10-08,7,375,2625,Conducted client strategy conference
TE05776,M0046,A017,2026-03-24,4,550,2200,Reviewed billing and budget status
TE05777,M0044,A007,2025-10-22,0.5,675,337.5,Conducted client strategy conference
TE05778,M0088,A033,2024-03-12,3,425,1275,Prepared matter status update
TE05779,M0072,A030,2024-06-16,7,475,3325,Drafted correspondence and legal memorandum
TE05780,M0149,A013,2024-06-03,7,700,4900,Analyzed regulatory and compliance requirements
TE05781,M0060,A008,2024-10-07,7,575,4025,Prepared for witness interview
TE05782,M0136,A032,2026-05-04,3.5,550,1925,Reviewed discovery materials
TE05783,M0018,A032,2026-03-24,6,550,3300,Coordinated matter planning with client team
TE05784,M0024,A011,2026-05-12,5,525,2625,Performed legal research
TE05785,M0074,A025,2026-07-08,2.5,750,1875,Drafted correspondence and legal memorandum
TE05786,M0088,A010,2023-08-20,6,750,4500,Reviewed billing and budget status
TE05787,M0107,A023,2025-07-05,7,575,4025,Prepared matter status update
TE05788,M0039,A036,2024-03-11,2,375,750,Coordinated matter planning with client team
TE05789,M0057,A009,2024-12-15,2,450,900,Prepared for witness interview
TE05790,M0064,A009,2024-01-13,3.5,450,1575,Reviewed case documents and prepared analysis
TE05791,M0088,A032,2024-02-29,2,550,1100,Prepared matter status update
TE05792,M0055,A018,2026-07-27,4,425,1700,Analyzed regulatory and compliance requirements
TE05793,M0038,A035,2023-08-12,1.5,625,937.5,Analyzed regulatory and compliance requirements
TE05794,M0042,A024,2025-11-01,6,450,2700,Conducted client strategy conference
TE05795,M0057,A028,2024-06-26,3,700,2100,Prepared matter status update
TE05796,M0100,A015,2025-12-06,4.5,475,2137.5,Analyzed regulatory and compliance requirements
TE05797,M0117,A023,2023-09-07,0.5,575,287.5,Analyzed regulatory and compliance requirements
TE05798,M0093,A022,2024-06-13,3.5,675,2362.5,Conducted client strategy conference
TE05799,M0101,A026,2026-02-22,1.5,525,787.5,Reviewed case documents and prepared analysis
TE05800,M0127,A026,2023-07-19,1.5,525,787.5,Conducted client strategy conference
TE05801,M0132,A022,2026-04-28,6,675,4050,Prepared matter status update
TE05802,M0076,A034,2023-12-02,2,725,1450,Analyzed regulatory and compliance requirements
TE05803,M0078,A016,2024-02-07,3,650,1950,Reviewed billing and budget status
TE05804,M0113,A007,2026-06-10,6,675,4050,Performed legal research
TE05805,M0026,A019,2025-01-15,7.5,725,5437.5,Reviewed discovery materials
TE05806,M0050,A036,2025-06-30,8,375,3000,Conducted client strategy conference
TE05807,M0003,A019,2025-05-05,1.5,725,1087.5,Coordinated matter planning with client team
TE05808,M0132,A032,2026-01-14,7.5,550,4125,Drafted correspondence and legal memorandum
TE05809,M0031,A026,2025-01-09,0.5,525,262.5,Drafted correspondence and legal memorandum
TE05810,M0053,A026,2026-03-01,1.5,525,787.5,Performed legal research
TE05811,M0110,A005,2026-06-27,2.5,625,1562.5,Analyzed regulatory and compliance requirements
TE05812,M0099,A024,2025-03-12,2,450,900,Performed legal research
TE05813,M0038,A027,2023-10-12,7,400,2800,Prepared for witness interview
TE05814,M0133,A033,2025-10-05,4,425,1700,Reviewed discovery materials
TE05815,M0057,A026,2024-03-29,0.5,525,262.5,Coordinated matter planning with client team
TE05816,M0047,A009,2025-03-06,3,450,1350,Reviewed case documents and prepared analysis
TE05817,M0096,A029,2025-12-14,0.5,600,300,Reviewed discovery materials
TE05818,M0035,A005,2025-09-04,5.5,625,3437.5,Prepared matter status update
TE05819,M0076,A015,2023-11-07,5.5,475,2612.5,Conducted client strategy conference
TE05820,M0044,A037,2025-09-22,1,675,675,Analyzed regulatory and compliance requirements
TE05821,M0078,A008,2023-12-27,2.5,575,1437.5,Analyzed regulatory and compliance requirements
TE05822,M0085,A007,2026-01-27,0.5,675,337.5,Prepared for witness interview
TE05823,M0005,A008,2023-07-31,1.5,575,862.5,Reviewed discovery materials
TE05824,M0083,A036,2025-08-31,3.5,375,1312.5,Prepared matter status update
TE05825,M0048,A034,2026-02-28,5,725,3625,Reviewed discovery materials
TE05826,M0131,A031,2025-08-18,5.5,650,3575,Reviewed billing and budget status
TE05827,M0019,A012,2026-04-21,6.5,400,2600,Drafted correspondence and legal memorandum
TE05828,M0015,A010,2026-06-13,1,750,750,Reviewed discovery materials
TE05829,M0147,A007,2023-02-19,6,675,4050,Reviewed billing and budget status
TE05830,M0138,A022,2024-01-26,4,675,2700,Drafted correspondence and legal memorandum
TE05831,M0074,A032,2026-02-28,7,550,3850,Prepared matter status update
TE05832,M0032,A002,2025-11-20,6.5,550,3575,Reviewed case documents and prepared analysis
TE05833,M0020,A013,2025-08-05,6,700,4200,Prepared for witness interview
TE05834,M0013,A015,2026-05-14,0.5,475,237.5,Reviewed discovery materials
TE05835,M0102,A018,2025-07-18,3,425,1275,Reviewed discovery materials
TE05836,M0122,A025,2024-06-23,0.5,750,375,Prepared matter status update
TE05837,M0062,A024,2024-10-17,3.5,450,1575,Prepared matter status update
TE05838,M0082,A003,2025-11-02,3,425,1275,Reviewed billing and budget status
TE05839,M0103,A020,2024-12-24,4.5,625,2812.5,Analyzed regulatory and compliance requirements
TE05840,M0140,A004,2025-02-26,1.5,725,1087.5,Reviewed billing and budget status
TE05841,M0094,A003,2025-01-25,2.5,425,1062.5,Reviewed billing and budget status
TE05842,M0045,A036,2025-09-02,6.5,375,2437.5,Coordinated matter planning with client team
TE05843,M0016,A036,2023-11-08,8,375,3000,Conducted client strategy conference
TE05844,M0050,A018,2024-11-19,0.5,425,212.5,Prepared matter status update
TE05845,M0011,A004,2026-06-13,5.5,725,3987.5,Conducted client strategy conference
TE05846,M0144,A027,2026-07-16,4.5,400,1800,Performed legal research
TE05847,M0136,A031,2026-05-11,2,650,1300,Prepared for witness interview
TE05848,M0047,A002,2025-03-15,2,550,1100,Prepared matter status update
TE05849,M0113,A029,2025-06-18,1,600,600,Performed legal research
TE05850,M0096,A025,2025-11-08,3,750,2250,Prepared matter status update
TE05851,M0111,A020,2026-01-25,5.5,625,3437.5,Prepared for witness interview
TE05852,M0045,A016,2025-08-22,4.5,650,2925,Reviewed case documents and prepared analysis
TE05853,M0129,A037,2023-05-02,4.5,675,3037.5,Prepared matter status update
TE05854,M0104,A006,2026-03-17,0.5,375,187.5,Analyzed regulatory and compliance requirements
TE05855,M0114,A023,2024-07-25,4.5,575,2587.5,Reviewed discovery materials
TE05856,M0113,A009,2025-05-08,0.5,450,225,Coordinated matter planning with client team
TE05857,M0138,A004,2023-11-22,0.5,725,362.5,Reviewed billing and budget status
TE05858,M0085,A011,2026-05-14,6.5,525,3412.5,Reviewed billing and budget status
TE05859,M0049,A018,2023-07-15,6.5,425,2762.5,Conducted client strategy conference
TE05860,M0119,A020,2023-12-23,5.5,625,3437.5,Reviewed discovery materials
TE05861,M0145,A006,2026-07-21,8,375,3000,Reviewed discovery materials
TE05862,M0102,A011,2026-07-01,1,525,525,Reviewed case documents and prepared analysis
TE05863,M0089,A030,2025-08-11,6.5,475,3087.5,Drafted correspondence and legal memorandum
TE05864,M0045,A010,2025-08-19,0.5,750,375,Reviewed discovery materials
TE05865,M0059,A031,2024-03-06,6.5,650,4225,Prepared matter status update
TE05866,M0108,A013,2025-05-05,2,700,1400,Performed legal research
TE05867,M0072,A015,2026-04-04,7.5,475,3562.5,Drafted correspondence and legal memorandum
TE05868,M0016,A034,2024-03-06,8,725,5800,Reviewed case documents and prepared analysis
TE05869,M0097,A022,2023-12-26,8,675,5400,Coordinated matter planning with client team
TE05870,M0013,A032,2026-02-23,3,550,1650,Performed legal research
TE05871,M0109,A011,2025-08-20,1,525,525,Analyzed regulatory and compliance requirements
TE05872,M0051,A019,2024-09-07,6.5,725,4712.5,Drafted correspondence and legal memorandum
TE05873,M0013,A004,2025-02-21,1,725,725,Prepared for witness interview
TE05874,M0117,A013,2023-09-06,7.5,700,5250,Reviewed discovery materials
TE05875,M0127,A034,2023-07-24,4.5,725,3262.5,Analyzed regulatory and compliance requirements
TE05876,M0057,A003,2024-12-27,4.5,425,1912.5,Analyzed regulatory and compliance requirements
TE05877,M0065,A004,2026-04-15,4.5,725,3262.5,Conducted client strategy conference
TE05878,M0052,A026,2024-06-27,8,525,4200,Prepared for witness interview
TE05879,M0046,A023,2024-09-30,5,575,2875,Reviewed discovery materials
TE05880,M0019,A027,2026-05-30,1,400,400,Analyzed regulatory and compliance requirements
TE05881,M0036,A034,2025-12-24,6.5,725,4712.5,Reviewed billing and budget status
TE05882,M0049,A035,2023-09-03,6.5,625,4062.5,Coordinated matter planning with client team
TE05883,M0038,A017,2023-11-23,0.5,550,275,Analyzed regulatory and compliance requirements
TE05884,M0142,A033,2025-05-31,5.5,425,2337.5,Reviewed discovery materials
TE05885,M0081,A022,2026-03-05,1.5,675,1012.5,Coordinated matter planning with client team
TE05886,M0064,A011,2024-06-04,2.5,525,1312.5,Analyzed regulatory and compliance requirements
TE05887,M0063,A007,2025-02-05,3.5,675,2362.5,Reviewed discovery materials
TE05888,M0086,A005,2025-01-29,4,625,2500,Performed legal research
TE05889,M0074,A003,2026-03-15,6.5,425,2762.5,Reviewed case documents and prepared analysis
TE05890,M0074,A005,2025-10-12,7,625,4375,Performed legal research
TE05891,M0099,A022,2025-01-11,7,675,4725,Conducted client strategy conference
TE05892,M0041,A033,2025-12-08,5,425,2125,Prepared matter status update
TE05893,M0131,A010,2025-05-07,6.5,750,4875,Analyzed regulatory and compliance requirements
TE05894,M0048,A008,2026-02-02,4,575,2300,Prepared for witness interview
TE05895,M0017,A034,2024-09-19,3.5,725,2537.5,Analyzed regulatory and compliance requirements
TE05896,M0131,A022,2025-08-14,4.5,675,3037.5,Drafted correspondence and legal memorandum
TE05897,M0092,A029,2025-04-11,3.5,600,2100,Reviewed case documents and prepared analysis
TE05898,M0067,A027,2023-03-01,2.5,400,1000,Performed legal research
TE05899,M0022,A034,2026-06-08,6.5,725,4712.5,Prepared matter status update
TE05900,M0095,A002,2025-07-26,1.5,550,825,Prepared matter status update
TE05901,M0070,A028,2026-04-26,6.5,700,4550,Reviewed discovery materials
TE05902,M0129,A029,2023-05-15,5.5,600,3300,Coordinated matter planning with client team
TE05903,M0007,A020,2025-05-10,0.5,625,312.5,Prepared matter status update
TE05904,M0020,A009,2025-07-18,2.5,450,1125,Prepared for witness interview
TE05905,M0115,A028,2026-01-11,6,700,4200,Prepared matter status update
TE05906,M0115,A025,2026-06-20,6.5,750,4875,Reviewed case documents and prepared analysis
TE05907,M0065,A017,2025-12-03,3,550,1650,Coordinated matter planning with client team
TE05908,M0142,A035,2026-06-02,8,625,5000,Drafted correspondence and legal memorandum
TE05909,M0084,A025,2025-09-03,6.5,750,4875,Coordinated matter planning with client team
TE05910,M0049,A006,2023-07-26,6.5,375,2437.5,Drafted correspondence and legal memorandum
TE05911,M0109,A011,2025-11-28,2.5,525,1312.5,Reviewed billing and budget status
TE05912,M0091,A023,2023-10-28,8,575,4600,Performed legal research
TE05913,M0086,A008,2024-12-21,2.5,575,1437.5,Performed legal research
TE05914,M0081,A030,2025-04-20,3.5,475,1662.5,Analyzed regulatory and compliance requirements
TE05915,M0147,A007,2023-03-02,4,675,2700,Prepared for witness interview
TE05916,M0084,A034,2024-08-08,2.5,725,1812.5,Reviewed discovery materials
TE05917,M0007,A035,2025-03-20,1.5,625,937.5,Performed legal research
TE05918,M0106,A028,2025-01-06,8,700,5600,Prepared for witness interview
TE05919,M0108,A031,2025-05-28,0.5,650,325,Prepared for witness interview
TE05920,M0114,A007,2024-12-17,2.5,675,1687.5,Conducted client strategy conference
TE05921,M0104,A030,2026-06-26,3.5,475,1662.5,Analyzed regulatory and compliance requirements
TE05922,M0081,A031,2026-05-10,7,650,4550,Reviewed billing and budget status
TE05923,M0126,A003,2024-08-26,7,425,2975,Performed legal research
TE05924,M0024,A020,2024-08-22,7.5,625,4687.5,Reviewed discovery materials
TE05925,M0065,A030,2026-07-17,6,475,2850,Analyzed regulatory and compliance requirements
TE05926,M0135,A027,2025-06-16,5.5,400,2200,Reviewed case documents and prepared analysis
TE05927,M0102,A014,2026-01-19,1.5,600,900,Prepared matter status update
TE05928,M0078,A034,2023-11-20,6,725,4350,Reviewed discovery materials
TE05929,M0056,A033,2026-01-20,5.5,425,2337.5,Coordinated matter planning with client team
TE05930,M0129,A015,2023-02-18,3.5,475,1662.5,Performed legal research
TE05931,M0001,A002,2026-04-22,1.5,550,825,Reviewed billing and budget status
TE05932,M0074,A027,2025-12-19,6.5,400,2600,Coordinated matter planning with client team
TE05933,M0010,A002,2024-06-10,7.5,550,4125,Reviewed billing and budget status
TE05934,M0085,A035,2026-04-09,3,625,1875,Conducted client strategy conference
TE05935,M0045,A002,2026-02-25,5.5,550,3025,Reviewed case documents and prepared analysis
TE05936,M0021,A026,2025-09-05,6,525,3150,Reviewed case documents and prepared analysis
TE05937,M0093,A029,2024-05-20,4,600,2400,Reviewed case documents and prepared analysis
TE05938,M0011,A013,2024-07-30,8,700,5600,Performed legal research
TE05939,M0055,A013,2026-04-03,4.5,700,3150,Prepared matter status update
TE05940,M0005,A031,2024-03-27,3.5,650,2275,Reviewed case documents and prepared analysis
TE05941,M0140,A033,2025-08-10,3.5,425,1487.5,Reviewed case documents and prepared analysis
TE05942,M0150,A014,2025-04-18,8,600,4800,Conducted client strategy conference
TE05943,M0020,A011,2026-02-07,1.5,525,787.5,Analyzed regulatory and compliance requirements
TE05944,M0070,A014,2026-03-11,7.5,600,4500,Reviewed discovery materials
TE05945,M0078,A028,2023-10-16,3.5,700,2450,Performed legal research
TE05946,M0024,A035,2026-02-03,1,625,625,Coordinated matter planning with client team
TE05947,M0001,A014,2025-07-08,2,600,1200,Analyzed regulatory and compliance requirements
TE05948,M0062,A012,2026-02-21,4,400,1600,Reviewed discovery materials
TE05949,M0051,A014,2025-05-23,3.5,600,2100,Conducted client strategy conference
TE05950,M0049,A006,2023-07-04,8,375,3000,Conducted client strategy conference
TE05951,M0136,A031,2026-01-22,2,650,1300,Drafted correspondence and legal memorandum
TE05952,M0049,A011,2023-08-02,2,525,1050,Reviewed billing and budget status
TE05953,M0140,A026,2025-10-31,2,525,1050,Reviewed case documents and prepared analysis
TE05954,M0137,A031,2024-06-09,5,650,3250,Reviewed case documents and prepared analysis
TE05955,M0048,A005,2026-04-16,7.5,625,4687.5,Performed legal research
TE05956,M0081,A014,2026-01-31,2.5,600,1500,Reviewed billing and budget status
TE05957,M0103,A028,2024-10-07,4,700,2800,Reviewed billing and budget status
TE05958,M0019,A034,2026-05-03,3,725,2175,Reviewed discovery materials
TE05959,M0100,A008,2023-06-03,6,575,3450,Prepared matter status update
TE05960,M0049,A005,2023-07-04,2.5,625,1562.5,Reviewed billing and budget status
TE05961,M0015,A035,2026-04-11,4,625,2500,Reviewed case documents and prepared analysis
TE05962,M0146,A031,2025-04-28,7.5,650,4875,Conducted client strategy conference
TE05963,M0045,A017,2025-06-30,2,550,1100,Reviewed billing and budget status
TE05964,M0102,A019,2025-10-19,4,725,2900,Reviewed case documents and prepared analysis
TE05965,M0078,A027,2024-07-23,5.5,400,2200,Reviewed discovery materials
TE05966,M0017,A020,2024-09-02,1,625,625,Performed legal research
TE05967,M0013,A018,2025-11-07,4.5,425,1912.5,Prepared matter status update
TE05968,M0087,A001,2026-01-22,1,650,650,Reviewed billing and budget status
TE05969,M0040,A036,2026-05-12,5.5,375,2062.5,Conducted client strategy conference
TE05970,M0123,A028,2025-12-10,4.5,700,3150,Reviewed discovery materials
TE05971,M0106,A029,2024-10-26,7.5,600,4500,Prepared for witness interview
TE05972,M0112,A015,2025-02-04,0.5,475,237.5,Conducted client strategy conference
TE05973,M0019,A032,2026-02-04,6.5,550,3575,Reviewed discovery materials
TE05974,M0061,A021,2026-07-20,8,375,3000,Analyzed regulatory and compliance requirements
TE05975,M0028,A007,2025-08-21,1.5,675,1012.5,Prepared for witness interview
TE05976,M0104,A009,2025-11-08,0.5,450,225,Analyzed regulatory and compliance requirements
TE05977,M0109,A019,2025-06-19,4.5,725,3262.5,Conducted client strategy conference
TE05978,M0073,A033,2025-02-23,3,425,1275,Performed legal research
TE05979,M0027,A005,2024-01-30,5.5,625,3437.5,Performed legal research
TE05980,M0089,A019,2025-11-03,7,725,5075,Drafted correspondence and legal memorandum
TE05981,M0025,A003,2024-01-13,1.5,425,637.5,Performed legal research
TE05982,M0064,A007,2026-04-03,1,675,675,Performed legal research
TE05983,M0138,A031,2023-12-25,4,650,2600,Drafted correspondence and legal memorandum
TE05984,M0041,A013,2026-02-25,2,700,1400,Reviewed discovery materials
TE05985,M0067,A025,2023-03-18,8,750,6000,Reviewed case documents and prepared analysis
TE05986,M0051,A021,2024-10-04,5,375,1875,Reviewed billing and budget status
TE05987,M0056,A036,2024-10-09,7.5,375,2812.5,Reviewed billing and budget status
TE05988,M0148,A006,2024-11-25,6,375,2250,Conducted client strategy conference
TE05989,M0096,A013,2026-06-11,3,700,2100,Reviewed case documents and prepared analysis
TE05990,M0044,A024,2026-05-24,3.5,450,1575,Reviewed billing and budget status
TE05991,M0063,A021,2024-10-14,1.5,375,562.5,Performed legal research
TE05992,M0038,A021,2023-05-04,7,375,2625,Coordinated matter planning with client team
TE05993,M0060,A009,2026-02-15,0.5,450,225,Performed legal research
TE05994,M0148,A026,2025-01-16,8,525,4200,Performed legal research
TE05995,M0023,A016,2025-02-15,2,650,1300,Performed legal research
TE05996,M0058,A036,2024-01-31,3,375,1125,Conducted client strategy conference
TE05997,M0130,A006,2024-12-07,5,375,1875,Prepared for witness interview
TE05998,M0092,A004,2025-02-20,0.5,725,362.5,Prepared matter status update
TE05999,M0142,A026,2025-01-03,7.5,525,3937.5,Analyzed regulatory and compliance requirements
TE06000,M0128,A028,2025-04-06,3,700,2100,Prepared matter status update
TE06001,M0011,A030,2025-11-12,5,475,2375,Reviewed discovery materials
TE06002,M0019,A033,2026-06-04,2,425,850,Drafted correspondence and legal memorandum
TE06003,M0081,A036,2026-03-10,7,375,2625,Prepared for witness interview
TE06004,M0109,A014,2025-09-30,3,600,1800,Reviewed case documents and prepared analysis
TE06005,M0018,A010,2026-07-18,1.5,750,1125,Conducted client strategy conference
TE06006,M0054,A008,2026-02-02,7.5,575,4312.5,Analyzed regulatory and compliance requirements
TE06007,M0121,A034,2026-03-24,6.5,725,4712.5,Reviewed case documents and prepared analysis
TE06008,M0137,A009,2024-10-07,3.5,450,1575,Prepared matter status update
TE06009,M0093,A033,2024-03-25,6.5,425,2762.5,Reviewed case documents and prepared analysis
TE06010,M0032,A011,2026-07-16,5,525,2625,Analyzed regulatory and compliance requirements
TE06011,M0072,A005,2024-02-17,1,625,625,Conducted client strategy conference
TE06012,M0014,A022,2026-05-22,1.5,675,1012.5,Drafted correspondence and legal memorandum
TE06013,M0079,A003,2026-05-11,5,425,2125,Prepared matter status update
TE06014,M0039,A002,2024-05-28,2.5,550,1375,Prepared matter status update
TE06015,M0074,A014,2025-11-03,1,600,600,Prepared for witness interview
TE06016,M0031,A037,2026-01-04,8,675,5400,Performed legal research
TE06017,M0047,A009,2025-03-07,1.5,450,675,Analyzed regulatory and compliance requirements
TE06018,M0140,A006,2026-05-27,5,375,1875,Performed legal research
TE06019,M0037,A035,2025-12-12,3,625,1875,Reviewed discovery materials
TE06020,M0096,A024,2026-06-09,6.5,450,2925,Coordinated matter planning with client team
TE06021,M0061,A031,2024-06-05,3.5,650,2275,Reviewed discovery materials
TE06022,M0145,A026,2025-09-19,1,525,525,Reviewed discovery materials
TE06023,M0044,A036,2026-02-25,1,375,375,Drafted correspondence and legal memorandum
TE06024,M0122,A007,2023-12-12,8,675,5400,Reviewed billing and budget status
TE06025,M0115,A024,2025-09-12,3,450,1350,Coordinated matter planning with client team
TE06026,M0023,A025,2026-02-21,3.5,750,2625,Prepared matter status update
TE06027,M0088,A008,2023-05-16,6,575,3450,Reviewed billing and budget status
TE06028,M0007,A014,2025-06-29,6.5,600,3900,Conducted client strategy conference
TE06029,M0047,A018,2025-04-19,6.5,425,2762.5,Reviewed discovery materials
TE06030,M0039,A036,2024-07-09,7.5,375,2812.5,Drafted correspondence and legal memorandum
TE06031,M0108,A020,2025-03-20,6,625,3750,Coordinated matter planning with client team
TE06032,M0109,A005,2025-10-24,2,625,1250,Coordinated matter planning with client team
TE06033,M0066,A019,2025-08-25,3.5,725,2537.5,Prepared matter status update
TE06034,M0144,A035,2026-02-14,7.5,625,4687.5,Prepared matter status update
TE06035,M0090,A013,2025-07-30,2.5,700,1750,Prepared matter status update
TE06036,M0073,A020,2024-12-02,6,625,3750,Reviewed case documents and prepared analysis
TE06037,M0137,A022,2024-12-25,8,675,5400,Reviewed billing and budget status
TE06038,M0141,A016,2026-07-27,6,650,3900,Reviewed discovery materials
TE06039,M0077,A006,2023-04-29,8,375,3000,Analyzed regulatory and compliance requirements
TE06040,M0140,A037,2025-03-03,5.5,675,3712.5,Coordinated matter planning with client team
TE06041,M0141,A033,2026-06-05,7.5,425,3187.5,Analyzed regulatory and compliance requirements
TE06042,M0024,A025,2024-06-25,4,750,3000,Conducted client strategy conference
TE06043,M0010,A018,2026-07-31,1.5,425,637.5,Prepared matter status update
TE06044,M0056,A005,2025-01-06,7,625,4375,Analyzed regulatory and compliance requirements
TE06045,M0058,A027,2024-03-20,4,400,1600,Analyzed regulatory and compliance requirements
TE06046,M0112,A025,2024-04-02,3,750,2250,Coordinated matter planning with client team
TE06047,M0072,A014,2024-11-25,2,600,1200,Drafted correspondence and legal memorandum
TE06048,M0042,A001,2025-09-05,0.5,650,325,Reviewed billing and budget status
